UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temperature_gap,power_proxy,wear_per_torque
7422,M22281,M,300.1,311.4,1342,48.5,203,0,No Failure,11.299999999999955,65087.0,4.185567010309279
7423,L54602,L,300.0,311.2,1351,44.1,206,0,No Failure,11.199999999999989,59579.1,4.671201814058957
7424,L54603,L,300.0,311.3,1407,47.3,208,0,No Failure,11.300000000000011,66551.09999999999,4.397463002114165
7425,M22284,M,300.1,311.4,1575,29.8,210,0,No Failure,11.299999999999955,46935.0,7.046979865771812
7426,M22285,M,300.0,311.4,1791,24.1,213,0,No Failure,11.399999999999977,43163.100000000006,8.83817427385892
7427,M22286,M,300.0,311.4,1692,29.0,216,1,Tool Wear Failure,11.399999999999977,49068.0,7.448275862068965
7428,L54607,L,300.0,311.4,1634,31.9,0,0,No Failure,11.399999999999977,52124.6,0.0
7429,M22288,M,300.0,311.4,1864,23.3,2,0,No Failure,11.399999999999977,43431.200000000004,0.08583690987124463
7430,L54609,L,300.0,311.4,1590,33.6,5,0,No Failure,11.399999999999977,53424.0,0.1488095238095238
7431,M22290,M,300.0,311.4,1384,46.1,7,0,No Failure,11.399999999999977,63802.4,0.15184381778741865
7432,M22291,M,300.0,311.4,1352,61.8,10,0,No Failure,11.399999999999977,83553.59999999999,0.16181229773462785
7433,L54612,L,300.1,311.4,1484,43.1,13,0,No Failure,11.299999999999955,63960.4,0.30162412993039445
7434,M22293,M,300.1,311.4,1913,21.9,15,0,No Failure,11.299999999999955,41894.7,0.6849315068493151
7435,L54614,L,300.0,311.4,1508,38.2,18,0,No Failure,11.399999999999977,57605.600000000006,0.47120418848167533
7436,L54615,L,299.9,311.3,1504,40.7,20,0,No Failure,11.400000000000034,61212.8,0.49140049140049136
7437,L54616,L,300.0,311.4,1487,41.2,22,0,No Failure,11.399999999999977,61264.4,0.5339805825242718
7438,L54617,L,299.8,311.3,1727,30.0,24,0,No Failure,11.5,51810.0,0.8
7439,L54618,L,299.9,311.3,1647,27.5,26,0,No Failure,11.400000000000034,45292.5,0.9454545454545454
7440,L54619,L,300.0,311.3,1493,41.4,28,0,No Failure,11.300000000000011,61810.2,0.6763285024154589
7441,L54620,L,300.0,311.4,1655,29.6,30,0,No Failure,11.399999999999977,48988.0,1.0135135135135134
7442,M22301,M,299.9,311.4,1337,54.8,32,0,No Failure,11.5,73267.59999999999,0.5839416058394161
7443,L54622,L,300.0,311.5,1601,36.9,35,0,No Failure,11.5,59076.899999999994,0.948509485094851
7444,H36857,H,300.1,311.6,1589,37.9,37,0,No Failure,11.5,60223.1,0.9762532981530343
7445,L54624,L,300.2,311.7,1286,55.1,42,0,No Failure,11.5,70858.6,0.7622504537205081
7446,L54625,L,300.2,311.7,1553,41.3,44,0,No Failure,11.5,64138.899999999994,1.0653753026634383
7447,L54626,L,300.2,311.8,1379,51.0,46,0,No Failure,11.600000000000023,70329.0,0.9019607843137255
7448,M22307,M,300.3,311.9,1677,30.8,48,0,No Failure,11.599999999999966,51651.6,1.5584415584415585
7449,L54628,L,300.3,311.8,1488,38.4,51,0,No Failure,11.5,57139.2,1.328125
7450,L54629,L,300.3,311.8,1418,45.9,53,0,No Failure,11.5,65086.2,1.1546840958605664
7451,L54630,L,300.3,311.8,1451,41.0,55,0,No Failure,11.5,59491.0,1.3414634146341464
7452,L54631,L,300.3,311.8,1508,43.1,57,0,No Failure,11.5,64994.8,1.322505800464037
7453,L54632,L,300.3,311.7,1579,33.6,59,0,No Failure,11.399999999999977,53054.4,1.755952380952381
7454,H36867,H,300.3,311.7,1432,47.7,61,0,No Failure,11.399999999999977,68306.40000000001,1.2788259958071277
7455,L54634,L,300.2,311.6,1446,47.3,66,0,No Failure,11.400000000000034,68395.8,1.3953488372093024
7456,M22315,M,300.2,311.7,1597,39.5,68,0,No Failure,11.5,63081.5,1.7215189873417722
7457,M22316,M,300.2,311.7,1397,50.2,71,0,No Failure,11.5,70129.40000000001,1.4143426294820716
7458,L54637,L,300.1,311.6,1530,36.6,74,0,No Failure,11.5,55998.0,2.021857923497268
7459,M22318,M,300.1,311.6,1433,51.4,76,0,No Failure,11.5,73656.2,1.4785992217898833
7460,L54639,L,300.0,311.5,1591,32.0,79,0,No Failure,11.5,50912.0,2.46875
7461,L54640,L,300.0,311.5,1445,41.6,81,0,No Failure,11.5,60112.0,1.9471153846153846
7462,L54641,L,300.0,311.5,1749,28.3,83,0,No Failure,11.5,49496.700000000004,2.932862190812721
7463,L54642,L,300.0,311.3,1703,30.4,85,0,No Failure,11.300000000000011,51771.2,2.7960526315789473
7464,H36877,H,300.1,311.4,1518,46.9,87,0,No Failure,11.299999999999955,71194.2,1.8550106609808104
7465,L54644,L,300.1,311.3,1535,42.3,92,0,No Failure,11.199999999999989,64930.49999999999,2.1749408983451537
7466,M22325,M,300.1,311.4,1390,52.1,94,0,No Failure,11.299999999999955,72419.0,1.8042226487523991
7467,H36880,H,300.3,311.6,1801,23.6,97,0,No Failure,11.300000000000011,42503.600000000006,4.110169491525424
7468,H36881,H,300.3,311.6,1463,41.6,102,0,No Failure,11.300000000000011,60860.8,2.4519230769230766
7469,L54648,L,300.3,311.6,1560,37.7,107,0,No Failure,11.300000000000011,58812.00000000001,2.838196286472148
7470,L54649,L,300.3,311.6,1607,33.5,109,0,No Failure,11.300000000000011,53834.5,3.253731343283582
7471,L54650,L,300.4,311.6,1332,54.6,111,0,No Failure,11.200000000000045,72727.2,2.032967032967033
7472,L54651,L,300.3,311.7,1365,53.3,113,0,No Failure,11.399999999999977,72754.5,2.1200750469043155
7473,M22332,M,300.3,311.6,1617,32.5,115,0,No Failure,11.300000000000011,52552.5,3.5384615384615383
7474,M22333,M,300.3,311.6,1304,62.8,118,0,No Failure,11.300000000000011,81891.2,1.8789808917197452
7475,L54654,L,300.3,311.7,1989,22.3,121,0,No Failure,11.399999999999977,44354.700000000004,5.426008968609866
7476,H36889,H,300.3,311.6,1339,53.4,123,0,No Failure,11.300000000000011,71502.59999999999,2.303370786516854
7477,L54656,L,300.2,311.5,1492,41.8,128,0,No Failure,11.300000000000011,62365.6,3.062200956937799
7478,M22337,M,300.1,311.3,1518,40.2,130,0,No Failure,11.199999999999989,61023.600000000006,3.233830845771144
7479,L54658,L,300.1,311.3,1479,39.5,133,0,No Failure,11.199999999999989,58420.5,3.367088607594937
7480,M22339,M,300.1,311.3,1523,34.1,135,0,No Failure,11.199999999999989,51934.3,3.9589442815249267
7481,M22340,M,300.2,311.4,1570,35.3,138,0,No Failure,11.199999999999989,55420.99999999999,3.909348441926346
7482,H36895,H,300.2,311.4,1506,36.1,141,0,No Failure,11.199999999999989,54366.6,3.9058171745152355
7483,M22342,M,300.2,311.6,1510,47.5,146,0,No Failure,11.400000000000034,71725.0,3.0736842105263156
7484,L54663,L,300.2,311.6,1671,28.8,149,0,No Failure,11.400000000000034,48124.8,5.173611111111111
7485,M22344,M,300.3,311.6,1312,53.4,151,0,No Failure,11.300000000000011,70060.8,2.8277153558052435
7486,L54665,L,300.3,311.6,1595,38.8,154,0,No Failure,11.300000000000011,61885.99999999999,3.9690721649484537
7487,L54666,L,300.3,311.7,1635,31.8,156,0,No Failure,11.399999999999977,51993.0,4.90566037735849
7488,L54667,L,300.3,311.7,1707,33.6,158,0,No Failure,11.399999999999977,57355.200000000004,4.7023809523809526
7489,L54668,L,300.3,311.7,1545,43.5,160,0,Random Failures,11.399999999999977,67207.5,3.67816091954023
7490,M22349,M,300.2,311.6,1751,28.0,162,0,No Failure,11.400000000000034,49028.0,5.785714285714286
7491,M22350,M,300.4,311.8,1707,30.0,165,0,No Failure,11.400000000000034,51210.0,5.5
7492,L54671,L,300.4,311.8,1320,57.9,168,0,No Failure,11.400000000000034,76428.0,2.901554404145078
7493,M22352,M,300.3,311.7,1319,51.4,170,0,No Failure,11.399999999999977,67796.59999999999,3.3073929961089497
7494,L54673,L,300.2,311.7,1448,54.2,173,0,No Failure,11.5,78481.6,3.191881918819188
7495,L54674,L,300.2,311.8,1436,48.2,175,0,No Failure,11.600000000000023,69215.2,3.6307053941908713
7496,L54675,L,300.3,311.9,1609,34.0,177,0,No Failure,11.599999999999966,54706.0,5.205882352941177
7497,L54676,L,300.2,311.8,1464,44.5,179,0,No Failure,11.600000000000023,65148.0,4.022471910112359
7498,M22357,M,300.3,311.8,1483,45.1,181,0,No Failure,11.5,66883.3,4.01330376940133
7499,M22358,M,300.2,311.8,1748,28.5,184,0,No Failure,11.600000000000023,49818.0,6.456140350877193
7500,L54679,L,300.3,311.8,1746,26.3,187,0,No Failure,11.5,45919.8,7.110266159695818
7501,L54680,L,300.2,311.8,1410,51.4,189,0,No Failure,11.600000000000023,72474.0,3.6770428015564205
7502,L54681,L,300.2,311.7,1640,30.8,191,0,No Failure,11.5,50512.0,6.201298701298701
7503,H36916,H,300.3,311.7,1655,29.9,193,0,No Failure,11.399999999999977,49484.5,6.45484949832776
7504,M22363,M,300.3,311.7,1646,28.9,198,0,No Failure,11.399999999999977,47569.399999999994,6.85121107266436
7505,L54684,L,300.4,311.8,1589,42.0,201,0,No Failure,11.400000000000034,66738.0,4.785714285714286
7506,L54685,L,300.5,311.9,1546,39.4,203,0,No Failure,11.399999999999977,60912.399999999994,5.152284263959391
7507,L54686,L,300.5,311.9,1511,41.8,205,0,No Failure,11.399999999999977,63159.799999999996,4.904306220095694
7508,L54687,L,300.5,311.9,1750,28.3,207,0,No Failure,11.399999999999977,49525.0,7.3144876325088335
7509,M22368,M,300.5,311.9,1730,27.5,209,0,No Failure,11.399999999999977,47575.0,7.6
7510,L54689,L,300.6,311.9,1372,60.1,212,1,Overstrain Failure,11.299999999999955,82457.2,3.5274542429284526
7511,L54690,L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure,11.300000000000011,59283.6,5.501285347043702
7512,L54691,L,300.4,311.8,1601,36.1,0,0,No Failure,11.400000000000034,57796.100000000006,0.0
7513,M22372,M,300.5,311.8,1636,34.4,2,0,No Failure,11.300000000000011,56278.399999999994,0.05813953488372093
7514,L54693,L,300.4,311.8,2261,14.9,5,0,No Failure,11.400000000000034,33688.9,0.33557046979865773
7515,L54694,L,300.4,311.8,1636,32.3,7,0,No Failure,11.400000000000034,52842.799999999996,0.21671826625387
7516,M22375,M,300.4,311.9,1335,58.3,9,0,No Failure,11.5,77830.5,0.15437392795883362
7517,M22376,M,300.3,311.7,1236,57.5,12,0,No Failure,11.399999999999977,71070.0,0.20869565217391303
7518,L54697,L,300.3,311.7,1445,47.3,15,0,No Failure,11.399999999999977,68348.5,0.31712473572938693
7519,L54698,L,300.2,311.5,1500,40.8,17,0,No Failure,11.300000000000011,61199.99999999999,0.4166666666666667
7520,L54699,L,300.2,311.6,1999,21.0,19,0,No Failure,11.400000000000034,41979.0,0.9047619047619048
7521,L54700,L,300.2,311.6,1529,35.5,21,0,No Failure,11.400000000000034,54279.5,0.5915492957746479
7522,M22381,M,300.2,311.6,1467,40.7,23,0,No Failure,11.400000000000034,59706.9,0.5651105651105651
7523,L54702,L,300.1,311.5,1334,54.0,26,0,No Failure,11.399999999999977,72036.0,0.48148148148148145
7524,M22383,M,300.1,311.5,1343,46.2,28,0,No Failure,11.399999999999977,62046.600000000006,0.6060606060606061
7525,L54704,L,300.2,311.5,1639,31.1,31,0,No Failure,11.300000000000011,50972.9,0.9967845659163986
7526,H36939,H,300.1,311.5,1383,49.1,33,0,No Failure,11.399999999999977,67905.3,0.6720977596741344
7527,L54706,L,300.1,311.4,1660,31.4,38,0,No Failure,11.299999999999955,52124.0,1.2101910828025477
7528,L54707,L,300.1,311.3,1470,45.2,40,0,No Failure,11.199999999999989,66444.0,0.8849557522123893
7529,M22388,M,300.1,311.3,1748,26.6,42,0,No Failure,11.199999999999989,46496.8,1.5789473684210527
7530,L54709,L,300.1,311.4,1467,35.7,45,0,No Failure,11.299999999999955,52371.9,1.2605042016806722
7531,M22390,M,300.1,311.4,1617,39.3,47,0,No Failure,11.299999999999955,63548.1,1.1959287531806617
7532,H36945,H,300.1,311.4,1377,56.7,50,0,No Failure,11.299999999999955,78075.90000000001,0.8818342151675485
7533,M22392,M,300.0,311.3,1629,32.1,55,0,No Failure,11.300000000000011,52290.9,1.7133956386292835
7534,L54713,L,300.0,311.2,1504,37.9,58,0,No Failure,11.199999999999989,57001.6,1.5303430079155673
7535,L54714,L,300.0,311.2,1418,47.3,60,0,No Failure,11.199999999999989,67071.4,1.2684989429175477
7536,L54715,L,300.0,311.2,1629,31.7,62,0,No Failure,11.199999999999989,51639.299999999996,1.9558359621451105
7537,L54716,L,300.1,311.3,2579,12.5,64,1,Power Failure,11.199999999999989,32237.5,5.12
7538,L54717,L,300.1,311.3,1305,64.7,66,0,No Failure,11.199999999999989,84433.5,1.0200927357032457
7539,M22398,M,300.2,311.4,1450,38.5,68,0,No Failure,11.199999999999989,55825.0,1.7662337662337662
7540,L54719,L,300.2,311.3,1487,36.9,71,0,No Failure,11.100000000000023,54870.299999999996,1.924119241192412
7541,M22400,M,300.2,311.3,1587,31.2,73,0,No Failure,11.100000000000023,49514.4,2.33974358974359
7542,M22401,M,300.3,311.5,1528,40.9,76,0,No Failure,11.199999999999989,62495.2,1.858190709046455
7543,M22402,M,300.4,311.6,1401,49.9,79,0,No Failure,11.200000000000045,69909.9,1.5831663326653307
7544,L54723,L,300.3,311.5,1446,45.0,82,0,No Failure,11.199999999999989,65070.0,1.8222222222222222
7545,L54724,L,300.2,311.4,1425,44.2,84,0,No Failure,11.199999999999989,62985.00000000001,1.9004524886877827
7546,L54725,L,300.2,311.4,1891,22.6,86,0,No Failure,11.199999999999989,42736.600000000006,3.805309734513274
7547,H36960,H,300.2,311.5,1454,42.8,88,0,No Failure,11.300000000000011,62231.2,2.0560747663551404
7548,L54727,L,300.1,311.4,1430,40.9,93,0,No Failure,11.299999999999955,58487.0,2.273838630806846
7549,L54728,L,300.2,311.4,1495,43.6,95,0,No Failure,11.199999999999989,65182.0,2.1788990825688073
7550,L54729,L,300.3,311.4,1544,41.6,97,0,No Failure,11.099999999999966,64230.4,2.331730769230769
7551,M22410,M,300.3,311.4,1554,34.3,99,0,No Failure,11.099999999999966,53302.2,2.8862973760932946
7552,M22411,M,300.2,311.3,1491,37.3,102,0,No Failure,11.100000000000023,55614.299999999996,2.734584450402145
7553,L54732,L,300.3,311.3,1525,40.7,105,0,No Failure,11.0,62067.50000000001,2.5798525798525795
7554,L54733,L,300.3,311.3,1505,39.6,107,0,No Failure,11.0,59598.0,2.702020202020202
7555,M22414,M,300.3,311.4,1371,50.2,109,0,No Failure,11.099999999999966,68824.2,2.1713147410358564
7556,L54735,L,300.3,311.3,1332,60.5,112,0,No Failure,11.0,80586.0,1.8512396694214877
7557,L54736,L,300.3,311.4,1471,37.0,114,0,No Failure,11.099999999999966,54427.0,3.081081081081081
7558,M22417,M,300.4,311.5,1750,27.3,116,0,No Failure,11.100000000000023,47775.0,4.249084249084249
7559,M22418,M,300.3,311.4,1386,48.1,119,0,No Failure,11.099999999999966,66666.6,2.474012474012474
7560,M22419,M,300.4,311.4,1355,56.2,122,0,No Failure,11.0,76151.0,2.170818505338078
7561,M22420,M,300.3,311.3,1377,53.8,125,0,No Failure,11.0,74082.59999999999,2.3234200743494426
7562,L54741,L,300.3,311.1,1388,49.4,128,0,No Failure,10.800000000000011,68567.2,2.591093117408907
7563,M22422,M,300.3,311.1,1350,58.7,130,0,No Failure,10.800000000000011,79245.0,2.2146507666098807
7564,M22423,M,300.4,311.2,1831,23.4,133,0,No Failure,10.800000000000011,42845.399999999994,5.683760683760684
7565,M22424,M,300.3,311.2,1381,65.2,136,1,Power Failure,10.899999999999977,90041.2,2.085889570552147
7566,M22425,M,300.3,311.2,1783,25.6,139,0,No Failure,10.899999999999977,45644.8,5.4296875
7567,L54746,L,300.3,311.0,1613,34.7,142,0,No Failure,10.699999999999989,55971.100000000006,4.0922190201729105
7568,M22427,M,300.2,311.0,2370,14.7,144,0,No Failure,10.800000000000011,34839.0,9.795918367346939
7569,L54748,L,300.2,311.0,1627,33.7,147,0,No Failure,10.800000000000011,54829.9,4.362017804154302
7570,L54749,L,300.2,311.0,1255,71.8,149,1,Power Failure,10.800000000000011,90109.0,2.0752089136490253
7571,H36984,H,300.2,311.0,1777,27.5,151,0,No Failure,10.800000000000011,48867.5,5.490909090909091
7572,L54751,L,300.3,311.1,1606,30.9,156,0,No Failure,10.800000000000011,49625.399999999994,5.048543689320389
7573,L54752,L,300.3,311.1,1676,28.6,158,0,No Failure,10.800000000000011,47933.600000000006,5.524475524475524
7574,L54753,L,300.3,311.1,1605,37.1,160,0,No Failure,10.800000000000011,59545.5,4.3126684636118595
7575,L54754,L,300.4,311.1,1487,37.4,162,0,No Failure,10.700000000000045,55613.799999999996,4.331550802139038
7576,L54755,L,300.4,311.2,1471,46.5,164,0,No Failure,10.800000000000011,68401.5,3.5268817204301075
7577,M22436,M,300.3,311.1,1477,44.2,166,0,No Failure,10.800000000000011,65283.4,3.755656108597285
7578,L54757,L,300.4,311.2,1530,32.0,169,0,No Failure,10.800000000000011,48960.0,5.28125
7579,L54758,L,300.4,311.2,1673,28.9,171,0,No Failure,10.800000000000011,48349.7,5.916955017301039
7580,L54759,L,300.4,311.2,1436,56.8,173,0,No Failure,10.800000000000011,81564.8,3.045774647887324
7581,L54760,L,300.4,311.3,1495,51.2,175,0,No Failure,10.900000000000034,76544.0,3.41796875
7582,M22441,M,300.4,311.2,1366,56.1,177,0,No Failure,10.800000000000011,76632.6,3.155080213903743
7583,H36996,H,300.4,311.2,1489,45.3,180,0,No Failure,10.800000000000011,67451.7,3.9735099337748347
7584,L54763,L,300.3,311.1,1480,46.6,185,0,No Failure,10.800000000000011,68968.0,3.9699570815450644
7585,L54764,L,300.4,311.2,1472,37.3,187,0,No Failure,10.800000000000011,54905.6,5.013404825737266
7586,L54765,L,300.4,311.1,1397,50.8,189,0,No Failure,10.700000000000045,70967.59999999999,3.720472440944882
7587,L54766,L,300.4,311.1,1589,35.5,191,0,No Failure,10.700000000000045,56409.5,5.380281690140845
7588,L54767,L,300.4,311.1,1405,54.1,193,0,No Failure,10.700000000000045,76010.5,3.567467652495379
7589,L54768,L,300.4,311.1,2013,20.1,195,0,No Failure,10.700000000000045,40461.3,9.701492537313433
7590,L54769,L,300.4,311.0,1802,26.0,197,0,No Failure,10.600000000000023,46852.0,7.576923076923077
7591,M22450,M,300.4,311.0,1433,46.1,199,0,No Failure,10.600000000000023,66061.3,4.316702819956616
7592,M22451,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure,10.600000000000023,79444.8,3.2952691680261013
7593,M22452,M,300.5,311.2,1551,36.6,205,0,No Failure,10.699999999999989,56766.600000000006,5.601092896174864
7594,L54773,L,300.5,311.2,1270,67.5,208,1,Overstrain Failure,10.699999999999989,85725.0,3.0814814814814815
7595,L54774,L,300.6,311.3,1531,38.5,0,0,No Failure,10.699999999999989,58943.5,0.0
7596,H37009,H,300.5,311.2,1397,45.2,2,0,No Failure,10.699999999999989,63144.4,0.04424778761061947
7597,L54776,L,300.5,311.1,1547,37.2,7,0,No Failure,10.600000000000023,57548.4,0.1881720430107527
7598,L54777,L,300.5,311.0,2074,18.9,9,0,No Failure,10.5,39198.6,0.4761904761904762
7599,L54778,L,300.5,311.1,1491,42.6,11,0,No Failure,10.600000000000023,63516.6,0.25821596244131456
7600,L54779,L,300.5,311.0,1759,28.3,13,0,No Failure,10.5,49779.700000000004,0.45936395759717313
7601,M22460,M,300.4,311.0,1595,35.4,15,0,No Failure,10.600000000000023,56463.0,0.42372881355932207
7602,L54781,L,300.4,311.2,1351,62.0,18,0,No Failure,10.800000000000011,83762.0,0.2903225806451613
7603,L54782,L,300.4,311.2,1705,28.7,20,0,No Failure,10.800000000000011,48933.5,0.6968641114982579
7604,L54783,L,300.4,311.2,1406,43.6,22,0,No Failure,10.800000000000011,61301.6,0.5045871559633027
7605,L54784,L,300.4,311.3,1639,34.6,24,0,No Failure,10.900000000000034,56709.4,0.6936416184971098
7606,H37019,H,300.4,311.3,2026,20.3,26,0,No Failure,10.900000000000034,41127.8,1.2807881773399015
7607,M22466,M,300.4,311.3,1350,56.5,31,0,No Failure,10.900000000000034,76275.0,0.5486725663716814
7608,M22467,M,300.5,311.3,1468,41.1,34,0,No Failure,10.800000000000011,60334.8,0.8272506082725061
7609,L54788,L,300.5,311.4,1642,27.1,37,0,No Failure,10.899999999999977,44498.200000000004,1.3653136531365313
7610,L54789,L,300.5,311.3,1490,41.8,39,0,No Failure,10.800000000000011,62281.99999999999,0.9330143540669857
7611,M22470,M,300.5,311.3,1507,43.4,41,0,No Failure,10.800000000000011,65403.799999999996,0.9447004608294931
7612,L54791,L,300.5,311.4,1611,32.7,44,0,No Failure,10.899999999999977,52679.700000000004,1.3455657492354738
7613,M22472,M,300.5,311.4,1743,27.6,46,0,No Failure,10.899999999999977,48106.8,1.6666666666666665
7614,L54793,L,300.5,311.3,1475,46.3,49,0,No Failure,10.800000000000011,68292.5,1.0583153347732182
7615,L54794,L,300.5,311.4,1432,47.5,51,0,No Failure,10.899999999999977,68020.0,1.0736842105263158
7616,L54795,L,300.5,311.4,1442,47.0,53,0,No Failure,10.899999999999977,67774.0,1.127659574468085
7617,M22476,M,300.6,311.4,1468,40.4,55,0,No Failure,10.799999999999955,59307.2,1.3613861386138615
7618,L54797,L,300.5,311.4,1556,45.3,58,0,No Failure,10.899999999999977,70486.79999999999,1.2803532008830023
7619,M22478,M,300.5,311.4,1312,51.4,60,0,No Failure,10.899999999999977,67436.8,1.1673151750972763
7620,L54799,L,300.6,311.5,1459,47.0,63,0,No Failure,10.899999999999977,68573.0,1.3404255319148937
7621,L54800,L,300.5,311.5,1651,36.9,65,0,No Failure,11.0,60921.899999999994,1.7615176151761518
7622,L54801,L,300.5,311.5,1490,38.4,67,0,No Failure,11.0,57216.0,1.7447916666666667
7623,M22482,M,300.6,311.6,1473,31.5,69,0,No Failure,11.0,46399.5,2.1904761904761907
7624,L54803,L,300.6,311.7,1734,29.9,72,0,No Failure,11.099999999999966,51846.6,2.408026755852843
7625,L54804,L,300.6,311.7,1507,45.5,74,0,No Failure,11.099999999999966,68568.5,1.6263736263736264
7626,L54805,L,300.6,311.7,1556,34.9,76,0,No Failure,11.099999999999966,54304.399999999994,2.177650429799427
7627,H37040,H,300.5,311.6,1351,53.5,78,0,No Failure,11.100000000000023,72278.5,1.4579439252336448
7628,L54807,L,300.5,311.7,1445,44.8,83,0,No Failure,11.199999999999989,64735.99999999999,1.8526785714285716
7629,L54808,L,300.5,311.7,1619,32.7,85,0,No Failure,11.199999999999989,52941.3,2.5993883792048926
7630,M22489,M,300.5,311.7,1269,64.0,87,0,No Failure,11.199999999999989,81216.0,1.359375
7631,L54810,L,300.5,311.6,1534,37.7,90,0,No Failure,11.100000000000023,57831.8,2.3872679045092835
7632,L54811,L,300.5,311.6,1444,49.3,92,0,No Failure,11.100000000000023,71189.2,1.8661257606490873
7633,L54812,L,300.5,311.6,1744,26.8,94,0,No Failure,11.100000000000023,46739.200000000004,3.507462686567164
7634,L54813,L,300.4,311.5,1441,44.6,96,0,No Failure,11.100000000000023,64268.6,2.1524663677130045
7635,M22494,M,300.3,311.3,1506,40.7,98,0,No Failure,11.0,61294.200000000004,2.4078624078624076
7636,L54815,L,300.3,311.4,1526,38.5,101,0,No Failure,11.099999999999966,58751.0,2.6233766233766236
7637,L54816,L,300.4,311.5,1704,29.7,103,0,No Failure,11.100000000000023,50608.799999999996,3.468013468013468
7638,H37051,H,300.4,311.4,1445,52.4,105,0,No Failure,11.0,75718.0,2.00381679389313
7639,L54818,L,300.5,311.5,1661,35.9,110,0,No Failure,11.0,59629.899999999994,3.064066852367688
7640,L54819,L,300.5,311.4,1466,41.8,112,0,No Failure,10.899999999999977,61278.799999999996,2.6794258373205744
7641,L54820,L,300.4,311.3,1608,35.1,114,0,No Failure,10.900000000000034,56440.8,3.247863247863248
7642,M22501,M,300.4,311.4,1352,57.3,116,0,No Failure,11.0,77469.59999999999,2.024432809773124
7643,M22502,M,300.4,311.4,1604,31.7,119,0,No Failure,11.0,50846.799999999996,3.7539432176656153
7644,H37057,H,300.4,311.4,1427,50.7,122,0,No Failure,11.0,72348.90000000001,2.4063116370808677
7645,L54824,L,300.4,311.4,1424,44.6,127,0,No Failure,11.0,63510.4,2.8475336322869955
7646,L54825,L,300.4,311.4,1662,29.3,129,0,No Failure,11.0,48696.6,4.402730375426621
7647,L54826,L,300.4,311.4,1936,23.9,131,0,No Failure,11.0,46270.399999999994,5.481171548117155
7648,L54827,L,300.4,311.4,1728,31.7,133,0,No Failure,11.0,54777.6,4.195583596214511
7649,L54828,L,300.4,311.4,1552,28.8,135,0,No Failure,11.0,44697.6,4.6875
7650,H37063,H,300.4,311.5,1662,29.0,137,0,No Failure,11.100000000000023,48198.0,4.724137931034483
7651,L54830,L,300.3,311.4,1343,57.7,142,0,No Failure,11.099999999999966,77491.1,2.4610051993067588
7652,M22511,M,300.4,311.5,1476,32.6,144,0,No Failure,11.100000000000023,48117.6,4.417177914110429
7653,L54832,L,300.3,311.4,1346,51.1,147,0,No Failure,11.099999999999966,68780.6,2.8767123287671232
7654,L54833,L,300.4,311.5,1492,44.6,149,0,No Failure,11.100000000000023,66543.2,3.3408071748878925
7655,M22514,M,300.3,311.5,1540,41.5,151,0,No Failure,11.199999999999989,63910.0,3.63855421686747
7656,L54835,L,300.4,311.5,1596,32.5,154,0,No Failure,11.100000000000023,51870.0,4.7384615384615385
7657,L54836,L,300.5,311.6,1541,47.8,156,0,No Failure,11.100000000000023,73659.79999999999,3.263598326359833
7658,L54837,L,300.5,311.6,1661,30.0,158,0,No Failure,11.100000000000023,49830.0,5.266666666666667
7659,M22518,M,300.4,311.6,1359,55.4,160,0,No Failure,11.200000000000045,75288.59999999999,2.888086642599278
7660,L54839,L,300.5,311.6,1528,42.4,163,0,No Failure,11.100000000000023,64787.2,3.8443396226415096
7661,M22520,M,300.5,311.6,1246,52.9,165,0,No Failure,11.100000000000023,65913.4,3.119092627599244
7662,L54841,L,300.5,311.6,1575,32.5,168,0,No Failure,11.100000000000023,51187.5,5.1692307692307695
7663,M22522,M,300.5,311.6,1658,30.4,170,0,No Failure,11.100000000000023,50403.2,5.592105263157895
7664,L54843,L,300.5,311.6,1385,54.8,173,0,No Failure,11.100000000000023,75898.0,3.1569343065693434
7665,H37078,H,300.5,311.7,1454,50.3,175,0,No Failure,11.199999999999989,73136.2,3.4791252485089466
7666,L54845,L,300.5,311.6,1497,40.5,180,0,No Failure,11.100000000000023,60628.5,4.444444444444445
7667,M22526,M,300.6,311.7,1424,50.8,182,0,No Failure,11.099999999999966,72339.2,3.582677165354331
7668,L54847,L,300.6,311.7,1528,43.9,185,0,No Failure,11.099999999999966,67079.2,4.214123006833713
7669,L54848,L,300.6,311.8,1539,37.0,187,0,No Failure,11.199999999999989,56943.0,5.054054054054054
7670,L54849,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure,11.100000000000023,78022.4,3.2363013698630136
7671,L54850,L,300.5,311.6,1525,37.6,191,0,No Failure,11.100000000000023,57340.0,5.079787234042553
7672,M22531,M,300.5,311.6,1456,51.1,193,0,No Failure,11.100000000000023,74401.6,3.7769080234833656
7673,M22532,M,300.5,311.7,2141,17.2,196,0,No Failure,11.199999999999989,36825.2,11.395348837209303
7674,M22533,M,300.5,311.6,1476,39.1,199,0,No Failure,11.100000000000023,57711.6,5.089514066496164
7675,L54854,L,300.5,311.6,1509,47.2,202,0,No Failure,11.100000000000023,71224.8,4.279661016949152
7676,L54855,L,300.5,311.6,1447,45.4,204,0,No Failure,11.100000000000023,65693.8,4.493392070484582
